nctid	race	count
NCT01949090	white - arabic/north african heritagegeographic ancestry	1.0
NCT01949090	white - caucasian/european heritagegeographic ancestry	340.0
NCT01949389	african american	19.0
NCT01949389	white	27.0
NCT01949532	black	2.0
NCT01949532	white	21.0
NCT01949545	black	2.0
NCT01949545	white	41.0
NCT01950013	black or african american	0.0
NCT01950013	white	43.0
NCT01950039	black or african americanrace and ethnicity	5.0
NCT01950039	whiterace and ethnicity	18.0
NCT01950299	black or african american	27.0
NCT01950299	white	72.0
NCT01950364	white	20.0
NCT01950663	black or african american	184.0
NCT01950663	white	243.0
NCT01950780	black or african american	3.0
NCT01950780	white	8.0
NCT01950819	black	78.0
NCT01951092	black or african american	7.0
NCT01951092	white	20.0
NCT01951105	black or african american	20.0
NCT01951105	white	36.0
NCT01951118	black or african american	27.0
NCT01951118	white	88.0
NCT01951326	black or african american	20.0
NCT01951326	white	306.0
NCT01951339	black or african american	5.0
NCT01951339	white	21.0
NCT01951417	black or african american	24.0
NCT01951417	white	48.0
NCT01951586	black or african american	9.0
NCT01951586	white or caucasian	206.0
NCT01951703	black or african american	5.0
NCT01951703	white	117.0
NCT01952041	black or african american	34.0
NCT01952041	white	44.0
NCT01952288	black or african american	1.0
NCT01952288	white	3.0
NCT01952444	black or african american	8.0
NCT01952444	white	28.0
NCT01952574	black or african american	32.0
NCT01952574	white	442.0
NCT01952678	black or african american	66.0
NCT01952678	white	102.0
NCT01952834	black or african american	0.0
NCT01952834	white	21.0
NCT01953081	black or african american	0.0
NCT01953081	white	13.0
NCT01953224	black or african american	4.0
NCT01953224	white	32.0
NCT01953237	black or african americanrace	28.0
NCT01953237	whiterace	2.0
NCT01953328	black or african american	0.0
NCT01953328	white	0.0
NCT01953432	black or african american	36.0
NCT01953432	white	6.0
NCT01953575	black or african american	0.0
NCT01953575	white	30.0
NCT01953692	black or african american	10.0
NCT01953692	white	176.0
NCT01953783	black or african american	1.0
NCT01953783	white	5.0
NCT01953913	black or african american	0.0
NCT01953913	white	0.0
NCT01954017	black or african american	28.0
NCT01954017	white	69.0
NCT01954056	black	5.0
NCT01954056	white	5.0
NCT01954342	black or african american	34.0
NCT01954342	white	32.0
NCT01954394	black or african american	4.0
NCT01954394	black or african american/asian	1.0
NCT01954394	white	938.0
NCT01954394	white/american indian or alaska native	1.0
NCT01954394	white/asian	7.0
NCT01954394	white/black or african american	11.0
NCT01954628	black or african american	20.0
NCT01954628	white	377.0
NCT01954927	black	86.0
NCT01955005	black or african american	3.0
NCT01955005	white	48.0
NCT01955161	black or african american	8.0
NCT01955161	white	854.0
NCT01955564	african american	25.0
NCT01955837	black or african american	0.0
NCT01955837	white	0.0
NCT01956279	black or african american	96.0
NCT01956279	white	72.0
NCT01956435	black or african american	1.0
NCT01956435	white	5.0
NCT01956669	african american/african heritage	10.0
NCT01956669	white arabic/white north african heritage	2.0
NCT01956669	white/caucasian/european heritage	36.0
NCT01956773	black or african american	166.0
NCT01956773	white	1860.0
NCT01957085	african american	184.0
NCT01957111	black or african american	6.0
NCT01957111	white	19.0
NCT01957150	black or african american	2.0
NCT01957150	white	280.0
NCT01957163	african american/african heritage	14.0
NCT01957163	white - arabic/north african heritage	1.0
NCT01957163	white - white/caucasian/european heritage	603.0
NCT01957202	white - white/caucasian/european heritage	69.0
NCT01957787	black or african american	2.0
NCT01957787	white	62.0
NCT01958073	black or african american	1.0
NCT01958073	white	32.0
NCT01958281	black or african american	19.0
NCT01958281	white	15.0
NCT01958294	black or african american	0.0
NCT01958294	white	12.0
NCT01958320	black or african american	25.0
NCT01958320	white	149.0
NCT01958346	black or african american	0.0
NCT01958346	white	0.0
NCT01958437	black or african american	3.0
NCT01958437	white	39.0
NCT01958476	whiteinfant race/ethnicity	88.0
NCT01958489	black or african american	1.0
NCT01958489	white	13.0
NCT01958645	black or african american	3.0
NCT01958645	white	8.0
NCT01958788	black or african american	0.0
NCT01958788	white	7.0
NCT01959113	black or african american	0.0
NCT01959113	white	2.0
NCT01959165	black or african american	0.0
NCT01959165	white	0.0
NCT01959334	black or african american	3.0
NCT01959334	white	68.0
NCT01959347	black/african american	41.0
NCT01959347	white	362.0
NCT01959490	black or african american	3.0
NCT01959490	white	13.0
NCT01959542	black or african american	0.0
NCT01959542	white	10.0
NCT01959581	black or african american	6.0
NCT01959581	white	16.0
NCT01959841	black or african american	0.0
NCT01959841	white	0.0
NCT01959880	black or african american	33.0
NCT01959880	white	1674.0
NCT01960075	blackrace/ethnicity	165.0
NCT01960075	whiterace/ethnicity	160.0
NCT01960140	black or african american	1.0
NCT01960140	white	39.0
NCT01960257	black or african americanstage 1	1.0
NCT01960257	black or african americanstage 2 dot	0.0
NCT01960257	black or african americanstage 2 wot	0.0
NCT01960257	whitestage 1	30.0
NCT01960257	whitestage 2 dot	8.0
NCT01960257	whitestage 2 wot	14.0
NCT01960348	black or african american	5.0
NCT01960348	white	163.0
NCT01960413	black or african american	42.0
NCT01960413	white	1.0
NCT01960465	black or african american	138.0
NCT01960465	white	53.0
NCT01960725	african american	13.0
NCT01960725	white	51.0
NCT01960790	black or african american	0.0
NCT01960790	white	0.0
NCT01960998	black or african american	65.0
NCT01960998	white	177.0
NCT01961115	black or african american	0.0
NCT01961115	white	10.0
NCT01961297	black or african american	3.0
NCT01961297	white	47.0
NCT01961362	black or african american	0.0
NCT01961362	white	18.0
NCT01961687	black or african american	5.0
NCT01961687	white	116.0
NCT01962103	black or african american	1.0
NCT01962103	white	84.0
NCT01962207	white - arabic/north african heritage	1.0
NCT01962207	white - caucasian/european heritage	238.0
NCT01962441	black or african american	6.0
NCT01962441	white	495.0
NCT01962558	black or african american	0.0
NCT01962558	white	30.0
NCT01962714	black or african american	44.0
NCT01962714	white	107.0
NCT01962961	black or african american	13.0
NCT01962961	white	9.0
NCT01962987	black or african american	0.0
NCT01962987	white	470.0
NCT01963078	black or african american	11.0
NCT01963078	white	26.0
NCT01963143	black or african american	0.0
NCT01963143	white	48.0
NCT01963234	black or african american	67.0
NCT01963234	white	176.0
NCT01963481	black or african american	0.0
NCT01963481	white	0.0
NCT01964222	black or african american	35.0
NCT01964222	white	130.0
NCT01964521	black or african american	0.0
NCT01964521	white	23.0
NCT01964924	black or african american	2.0
NCT01964924	white	31.0
NCT01965158	black or african american	101.0
NCT01965158	white	436.0
NCT01965327	black or african american	0.0
NCT01965327	white	11.0
NCT01965366	black	12.0
NCT01965366	white	10.0
NCT01965535	black or african american	4.0
NCT01965535	white	151.0
NCT01965652	black or african american	228.0
NCT01965652	white	988.0
NCT01966003	black or african american	7.0
NCT01966003	white	615.0
NCT01966068	black/african american	143.0
NCT01966068	white	292.0
NCT01966107	black or african american	303.0
NCT01966107	white	3253.0
NCT01966120	black or african american	0.0
NCT01966120	white	87.0
NCT01966354	black or african american	0.0
NCT01966354	white	220.0
NCT01966419	black or african american	13.0
NCT01966419	white	113.0
NCT01966432	black or african american	80.0
NCT01966432	white	10.0
NCT01966445	whiterace customized	28.0
NCT01966458	black/african americanrace	105.0
NCT01966458	whiterace	339.0
NCT01966471	black or african american	23.0
NCT01966471	white	1123.0
NCT01966718	black or african american	2.0
NCT01966718	white	6.0
NCT01966978	african-american	50.0
NCT01966978	non-hispanic white	22.0
NCT01967134	black or african american	5.0
NCT01967134	white	0.0
NCT01967173	black	549.0
NCT01967342	black/african-american	194.0
NCT01967342	white/caucasian	96.0
NCT01967433	whiterace	91.0
NCT01967537	black or african american	24.0
NCT01967537	white	290.0
NCT01967550	black or african american	1.0
NCT01967550	white	303.0
NCT01967576	black or african american	1.0
NCT01967576	white	13.0
NCT01967628	black or african american	4.0
NCT01967628	white	36.0
NCT01967641	african american	15.0
NCT01967823	black or african american	0.0
NCT01967823	white	11.0
NCT01967862	african american	4.0
NCT01967940	black	34.0
NCT01967940	white	5.0
NCT01968031	black or african american	4.0
NCT01968031	white	591.0
NCT01968057	black or african american	0.0
NCT01968057	white	18.0
NCT01968070	black or african american	28.0
NCT01968070	white	47.0
NCT01968135	black or african american	3.0
NCT01968135	white	25.0
NCT01968317	black or african american	0.0
NCT01968317	white	0.0
NCT01968382	black or african american	4.0
NCT01968382	white	48.0
NCT01968551	black	73.0
NCT01968551	white	77.0
NCT01968707	black or african american	1594.0
NCT01968707	white	1593.0
NCT01969058	non-hispanic black	30.0
NCT01969058	non-hispanic white	30.0
NCT01969201	blackrace	7.0
NCT01969201	whiterace	675.0
NCT01969240	black or african american	309.0
NCT01969240	white	531.0
NCT01969409	black or african american	0.0
NCT01969409	white	58.0
NCT01969500	black or african american	3.0
NCT01969500	white	46.0
NCT01969708	black or african american	54.0
NCT01969708	white	278.0
NCT01969799	black or african american	4.0
NCT01969799	white	86.0
NCT01969812	black or african american	0.0
NCT01969812	white	22.0
NCT01969851	black or african american	6.0
NCT01969851	white	72.0
NCT01970007	black or african american	29.0
NCT01970007	first nations / white	1.0
NCT01970007	white	198.0
NCT01970176	black or african american	0.0
NCT01970176	white	20.0
NCT01970371	black or african american	2.0
NCT01970371	white	62.0
NCT01970475	black or african american	21.0
NCT01970475	white	500.0
NCT01970488	black or african american	2.0
NCT01970488	white	324.0
NCT01970540	race : black	1.0
NCT01970592	black or african american	27.0
NCT01970592	white	23.0
NCT01970943	black or african american	7.0
NCT01970943	white	14.0
NCT01971203	black	8.0
NCT01971203	white	41.0
NCT01971255	black	32.0
NCT01971255	white	36.0
NCT01971346	black or african american	0.0
NCT01971346	white	44.0
NCT01971385	black or african american	3.0
NCT01971385	white	48.0
NCT01971463	black or african american	26.0
NCT01971463	white	30.0
NCT01971567	whiteethnicity	89.0
NCT01972074	black or african american	0.0
NCT01972074	white	55.0
NCT01972152	black or african american	1.0
NCT01972152	white	28.0
NCT01972204	black or african american	0.0
NCT01972204	white	0.0
NCT01972464	black, non-latinarace/ethnicity	22.0
NCT01972464	white, non-latinarace/ethnicity	3.0
NCT01972529	black or african american	5.0
NCT01972529	white	128.0
NCT01972789	black or african american	0.0
NCT01972789	white	334.0
NCT01973205	black or african american	201.0
NCT01973205	white	655.0
NCT01973283	black or african american	17.0
NCT01973283	white	68.0
NCT01973335	black or african american	0.0
NCT01973335	white	34.0
NCT01973439	black, african or other	14.0
NCT01973439	mixed black/white	1.0
NCT01973439	white	3.0
NCT01973972	black or african american	143.0
NCT01973972	white	112.0
NCT01973998	black or african american	41.0
NCT01973998	white	5.0
NCT01974050	black	15.0
NCT01974050	white	73.0
NCT01974102	african american, hispanic and other	26.0
NCT01974206	black or african american	25.0
NCT01974206	white	118.0
NCT01974752	white	127.0
NCT01974817	black or african american	9.0
NCT01974817	white	14.0
NCT01975285	black or african american	3.0
NCT01975285	white	50.0
NCT01975428	black or african american	10.0
NCT01975428	white	135.0
NCT01975519	black or african american	9.0
NCT01975831	black or african american	5.0
NCT01975831	white	83.0
NCT01975935	african american	3.0
NCT01976104	black or african american	6.0
NCT01976104	white	131.0
NCT01976273	black or african american	1.0
NCT01976273	white	12.0
NCT01976364	black or african american	2.0
NCT01976364	white	646.0
NCT01976728	black or african american	4.0
NCT01976728	white	31.0
NCT01976741	black or african american	0.0
NCT01976741	white	113.0
NCT01976806	black or african american	15.0
NCT01976806	white	24.0
NCT01976975	black or african american	36.0
NCT01976975	white	171.0
NCT01977092	black or african american	80.0
NCT01977092	white	217.0
NCT01977482	african american	27.0
NCT01977482	white	150.0
NCT01977547	black or african american	189.0
NCT01977547	white	814.0
NCT01977573	african american/african heritage	22.0
NCT01977573	white	152.0
NCT01977612	black or african american	35.0
NCT01977612	white	128.0
NCT01977625	black or african american	4.0
NCT01977625	white	12.0
NCT01977651	black or african american	9.0
NCT01977651	white	381.0
NCT01977677	black or african american	2.0
NCT01977677	white	22.0
NCT01977846	black or african americanrace	34.0
NCT01977846	white/middle easternrace	396.0
NCT01977898	black or african american	6.0
NCT01977898	white	50.0
NCT01978093	african heritage / african american	48.0
NCT01978093	white - arabic / north african heritage	3.0
NCT01978093	white - caucasian / european heritage	419.0
NCT01978119	white - white/caucasian/european heritage	82.0
NCT01978145	mixed american indian or alaskan native and white	9.0
NCT01978145	white	390.0
NCT01978184	black or african american	2.0
NCT01978184	white	66.0
NCT01978262	black or african american	54.0
NCT01978262	white	23.0
NCT01978912	black or african american	3.0
NCT01978912	white	21.0
NCT01979003	black or african american	17.0
NCT01979003	white	78.0
NCT01979016	black or african american	6.0
NCT01979016	white	39.0
NCT01979133	black or african american	5.0
NCT01979133	white	4.0
NCT01979159	black or african american	0.0
NCT01979159	white	3.0
NCT01979445	black or african american	0.0
NCT01979445	white	15.0
NCT01979523	black or african american	0.0
NCT01979523	white	41.0
NCT01980056	white	5.0
NCT01980589	black or african american	5.0
NCT01980589	white	14.0
NCT01980628	black	6.0
NCT01980628	white	53.0
NCT01980654	black or african american	3.0
NCT01980654	white	74.0
NCT01980706	black or african american	14.0
NCT01980706	white	102.0
NCT01980771	black or african american	860.0
NCT01980771	white	0.0
NCT01980914	black or african american	0.0
NCT01980914	white	9.0
NCT01980992	black or african american	1.0
NCT01980992	white	29.0
NCT01981096	black or african american	0.0
NCT01981096	white	37.0
NCT01981122	black or african american	2.0
NCT01981122	white	50.0
NCT01981356	black or african american	4.0
NCT01981356	white/caucasian	6.0
NCT01981564	black or african american	208.0
NCT01981564	white	7.0
NCT01981616	black	2.0
NCT01981616	white	118.0
NCT01981759	black or african american	21.0
NCT01981759	white	24.0
NCT01981850	black or african american	3.0
NCT01981850	white	114.0
NCT01982123	black or african american	0.0
NCT01982123	white	11.0
NCT01982331	black or african american	0.0
NCT01982331	white	38.0
NCT01982682	black or african american	9.0
NCT01982682	white	24.0
NCT01982773	black or african american	4.0
NCT01982773	white	85.0
NCT01982812	african	44.0
NCT01982942	black or african american	11.0
NCT01982942	white	236.0
NCT01982955	black or african american	0.0
NCT01982955	white	0.0
NCT01982968	black or african american	1.0
NCT01982968	white	54.0
NCT01983254	black or african american	50.0
NCT01983254	white	197.0
NCT01983683	black or african american	27.0
NCT01983878	black or african american	0.0
NCT01983878	white	0.0
NCT01983969	black or african american	9.0
NCT01983969	white	33.0
NCT01984164	black or african american	113.0
NCT01984164	white	60.0
NCT01984294	black or african american	6.0
NCT01984294	white	92.0
NCT01984424	black or african american	6.0
NCT01984424	white	207.0
NCT01984515	black or african american	5.0
NCT01984515	white	35.0
NCT01984684	black or african american	31.0
NCT01984684	white	703.0
NCT01985321	black or african american	33.0
NCT01985321	white	139.0
NCT01985685	black or african american	4.0
NCT01985685	white	45.0
NCT01985763	black or african american	1.0
NCT01985763	white	3.0
NCT01985932	black or african american	4.0
NCT01985932	white	10.0
NCT01985958	black or african american	0.0
NCT01985958	white	4.0
NCT01985971	black or african american	1.0
NCT01985971	white	1.0
NCT01986010	black or african american	47.0
NCT01986010	white	127.0
NCT01986062	black or african american	33.0
NCT01986062	white	58.0
NCT01986075	black or african american	60.0
NCT01986075	white	61.0
NCT01986101	white	302.0
NCT01986114	black or african american	0.0
NCT01986114	white	270.0
NCT01986361	black or african american	5.0
NCT01986361	white	113.0
NCT01986790	african american	194.0
NCT01986790	white	97.0
NCT01986881	black or african american	235.0
NCT01986881	white	7240.0
NCT01986920	black or african american	0.0
NCT01986920	white	35.0
NCT01986933	black or african american	15.0
NCT01986933	white	142.0
NCT01987089	african-american	52.0
NCT01987102	black or african american	0.0
NCT01987102	white	18.0
NCT01987219	white, not of hispanic-american origin	15.0
NCT01987232	white	31.0
NCT01987349	black or african american	2.0
NCT01987349	white	65.0
NCT01987401	black or african american	189.0
NCT01987401	white	952.0
NCT01987414	black or african american	0.0
NCT01987414	white	12.0
NCT01987427	black or african american	87.0
NCT01987427	white	140.0
NCT01987453	black or african american	19.0
NCT01987453	white	81.0
NCT01987505	black	1.0
NCT01987817	black or african american	3.0
NCT01987817	white	46.0
NCT01987895	black or african american	12.0
NCT01987895	white	587.0
NCT01987986	black or african american	11.0
NCT01987986	white	136.0
NCT01988129	black	85.0
NCT01988129	white	1081.0
NCT01988246	black or african american	9.0
NCT01988246	white	16.0
NCT01988493	black or african american	0.0
NCT01988493	white	0.0
NCT01988571	black or african american	38.0
NCT01988571	white	231.0
NCT01988779	black or african american	0.0
NCT01988779	white	0.0
NCT01989208	black or african american	0.0
NCT01989208	white	15.0
NCT01989455	black or african american	8.0
NCT01989455	white	54.0
NCT01989468	white	392.0
NCT01989546	black or african american	1.0
NCT01989546	white	8.0
NCT01989754	black or african american	462.0
NCT01989754	white	4765.0
NCT01989754	white non-hispanic	3902.0
NCT01989793	black or african american	6.0
NCT01989793	white	29.0
NCT01989910	black or african american	0.0
NCT01989910	white	0.0
NCT01990313	black or african american	0.0
NCT01990313	white	14.0
NCT01990534	black or african american	0.0
NCT01990534	white	42.0
NCT01990612	black	1406.0
NCT01990612	white	2688.0
NCT01990664	black or african american	42.0
NCT01990664	white	143.0
NCT01990742	black or african american	261.0
NCT01990742	white	5503.0
NCT01990768	black or african american	149.0
NCT01990768	white	642.0
NCT01990794	black or african american	0.0
NCT01990794	white	11.0
NCT01990950	white	19.0
NCT01990950	white; hispanic or latino	1.0
NCT01991197	black or african american	0.0
NCT01991197	white	20.0
NCT01991483	black or african american	19.0
NCT01991483	white	9.0
NCT01991795	black or african american	403.0
NCT01991795	white	13696.0
NCT01991808	black or african american	2.0
NCT01991808	white	14.0
NCT01992380	black or african american	1.0
NCT01992380	white	23.0
NCT01992549	black or african american	0.0
NCT01992549	white	36.0
NCT01992653	black or african american	2.0
NCT01992653	white	72.0
NCT01993017	black	130.0
NCT01993017	white	1080.0
NCT01993108	black or african american	3.0
NCT01993108	white	15.0
NCT01993186	black or african american	1.0
NCT01993186	white	32.0
NCT01993329	black or african american	0.0
NCT01993329	white	20.0
NCT01993615	black or african american	9.0
NCT01993615	white	58.0
NCT01993836	black or african american	19.0
NCT01993836	white	135.0
NCT01993849	black or african american	5.0
NCT01993849	white	17.0
NCT01993875	black or african american	80.0
NCT01993875	white	78.0
NCT01993888	black or african american	10.0
NCT01993888	white	87.0
NCT01993940	black or african american	88.0
NCT01993940	white	449.0
NCT01994109	black or african american	4.0
NCT01994109	white	175.0
NCT01994538	black or african american	49.0
NCT01994538	white	212.0
NCT01994720	black or african american	239.0
NCT01994720	white	8784.0
NCT01994746	black or african american	1.0
NCT01994746	white	74.0
NCT01994850	black or african american	3.0
NCT01994850	white	27.0
NCT01994889	black or african american	63.0
NCT01994889	white	357.0
NCT01994954	black or african american	25.0
NCT01994954	white	116.0
NCT01994993	black or african american	67.0
NCT01994993	white	144.0
NCT01995123	black or african american	11.0
NCT01995123	white	106.0
NCT01995175	african heritage / african americangeographic ancestry	632.0
NCT01995175	white - arabic / north african heritagegeographic ancestry	6.0
NCT01995175	white - caucasian / european heritagegeographic ancestry	888.0
NCT01995266	black or african american	0.0
NCT01995266	white	0.0
NCT01995487	black or african american	49.0
NCT01995487	white	1836.0
NCT01995526	black or african american	0.0
NCT01995526	white	0.0
NCT01996254	black or african american	1.0
NCT01996254	white	25.0
NCT01996592	black or african american	138.0
NCT01996592	white	384.0
NCT01996826	black or african american	13.0
NCT01996826	white	47.0
NCT01996917	black or african american	3.0
NCT01996917	white	3.0
NCT01996943	black or african american	3.0
NCT01996943	white	89.0
NCT01997125	black or african american	0.0
NCT01997125	white	1.0
NCT01997333	black or african american	29.0
NCT01997333	white	267.0
NCT01997723	black or african american	75.0
NCT01997723	white	0.0
NCT01997905	black or african american	0.0
NCT01997905	white	11.0
NCT01998269	black or african american	105.0
NCT01998269	white	83.0
NCT01998633	black or african american	6.0
NCT01998633	white	35.0
NCT01998893	black or african american	0.0
NCT01998893	white	38.0
NCT01998958	black or african american	18.0
NCT01998958	white	48.0
NCT01999114	black or african american	115.0
NCT01999114	white	204.0
NCT01999218	black or african american	61.0
NCT01999218	white	966.0
NCT01999465	black or african american	2.0
NCT01999465	white	14.0
NCT01999517	blackrace/ethnicity	8.0
NCT01999517	whiterace/ethnicity	47.0
NCT01999777	black or african american	6.0
NCT01999777	white	53.0
NCT01999868	black or african american	6.0
NCT01999868	white	95.0
NCT01999894	black	2.0
NCT01999894	white	86.0
NCT01999920	black or african american	6.0
NCT01999920	white	12.0
NCT01999946	black or african american	93.0
NCT01999946	white	62.0
NCT01999972	black	2.0
NCT01999972	white	46.0
NCT01999985	black or african american	4.0
NCT01999985	white	19.0
NCT02000219	black or african american	0.0
NCT02000219	white	12.0
NCT02000427	black (or african american)	3.0
NCT02000427	white	39.0
NCT02000440	african american/african heritage	1.0
NCT02000440	white - white/caucasian/european heritage	11.0
NCT02000583	black or african american	5.0
NCT02000583	white	112.0
NCT02000817	white	29.0
NCT02000882	blackrace	2.0
NCT02000908	black or african american	1.0
NCT02000908	white	67.0
NCT02001064	non-hispanic black	20.0
NCT02001064	non-hispanic white	29.0
NCT02001194	african american non-hispanic	101.0
NCT02001194	white non-hispanic	161.0
NCT02001558	black or african american	40.0
NCT02001558	white	25.0
NCT02001623	black or asian american	2.0
NCT02001623	white	182.0
NCT02001688	white non-hispanic	36.0
NCT02001974	black or african american	5.0
NCT02001974	white	24.0
NCT02002533	black or african american	2.0
NCT02002533	white	68.0
NCT02002767	black or african american	3.0
NCT02002767	white	16.0
NCT02002884	black or african american	7.0
NCT02002884	white	316.0
NCT02003183	black or african american	7.0
NCT02003183	white	14.0
NCT02003625	black or african american	0.0
NCT02003625	white	27.0
NCT02003963	black or african american	26.0
NCT02003963	white	15.0
NCT02004132	black or african american	5.0
NCT02004132	white	6.0
NCT02004158	black or african american	2.0
NCT02004158	white	18.0
NCT02004366	discharge black	111.0
NCT02004366	discharge white	75.0
NCT02004366	in-hospital black	117.0
NCT02004366	in-hospital white	90.0
NCT02004522	black or african american	2.0
NCT02004522	white	292.0
NCT02004613	not whiterace	61.0
NCT02004613	whiterace	728.0
NCT02004977	black or african american	39.0
NCT02004977	white	597.0
NCT02005016	black or african american	5.0
NCT02005016	white	39.0
NCT02005029	black or african american	0.0
NCT02005029	white	10.0
NCT02005276	african american non-hispanic	39.0
NCT02005276	white non-hispanic	145.0
NCT02005393	black or african american	1.0
NCT02005393	white	16.0
NCT02005510	black or african american	869.0
NCT02005510	white	14129.0
NCT02005601	black or african american	6.0
NCT02005601	white	96.0
NCT02005666	black	18.0
NCT02005666	white	216.0
NCT02005692	black or african american	5.0
NCT02005692	white	45.0
NCT02006108	black or african american	3.0
NCT02006108	white	15.0
NCT02006147	black or african american	0.0
NCT02006147	white	0.0
NCT02006472	black	1.0
NCT02006472	white	378.0
NCT02006576	black or african american	41.0
NCT02006576	white	50.0
NCT02006641	black or african american	16.0
NCT02006641	white	743.0
NCT02006654	black or african american	19.0
NCT02006654	white	591.0
NCT02006693	black or african american	3.0
NCT02006693	white	178.0
NCT02006706	black or african american	0.0
NCT02006706	white	14.0
NCT02006719	black or african american	29.0
NCT02006719	white	277.0
NCT02006888	black or african american	49.0
NCT02006888	white	319.0
NCT02006979	black or african american	0.0
NCT02006979	white	18.0
NCT02007434	black or african american	12.0
NCT02007434	white	66.0
NCT02007954	african americannon-hispanic	7.0
NCT02007954	african americanunknown	0.0
NCT02007954	whitenon-hispanic	15.0
NCT02007954	whiteunknown	0.0
NCT02008149	black or african american	0.0
NCT02008149	white	6.0
NCT02008227	black or african american	27.0
NCT02008227	white	870.0
NCT02008318	black or african american	0.0
NCT02008318	white	43.0
NCT02008396	white/caucasianethnicity	6.0
NCT02008526	black or african american	125.0
NCT02008526	white	56.0
NCT02008565	black/african american	46.0
NCT02008565	white	234.0
NCT02008773	black or african american	95.0
NCT02008773	white	41.0
NCT02008877	black or african american	2.0
NCT02008877	white	14.0
NCT02008890	black	2.0
NCT02008916	black or african american	5.0
NCT02008916	white	164.0
NCT02009332	black or african american	0.0
NCT02009332	white	21.0
NCT02010021	white, not hispanic	17.0
NCT02010255	black or african american	5.0
NCT02010255	white	314.0
NCT02010359	black or african american	8.0
NCT02010359	white	15.0
NCT02010697	black	874.0
NCT02010697	white	1514.0
NCT02011113	black or african american	0.0
NCT02011113	white	0.0
NCT02011945	black or african american	4.0
NCT02011945	white	26.0
NCT02012491	black or african american	132.0
NCT02012491	white	109.0
NCT02012621	blackrace/ethnicity	149.0
NCT02012621	whiterace/ethnicity	472.0
NCT02013050	black or african american	9.0
NCT02013050	white	97.0
NCT02013388	black or african american	0.0
NCT02013388	white	48.0
NCT02013414	black or african american	0.0
NCT02013414	white	9.0
NCT02013544	black or african american	41.0
NCT02013544	white caucasian	501.0
NCT02013674	black or african american	1.0
NCT02013674	white	28.0
NCT02013687	black or african american	28.0
NCT02013687	white	15.0
NCT02014129	black or african american	0.0
NCT02014129	white	0.0
NCT02014376	black or african american	3.0
NCT02014376	white	42.0
NCT02014402	bovine thrombinblack or african american	7.0
NCT02014402	bovine thrombinwhite (caucasian)	50.0
NCT02014402	human thrombinblack or african american	19.0
NCT02014402	human thrombinwhite (caucasian)	97.0
NCT02014441	white	60.0
NCT02014480	white - white/caucasian/european heritage	207.0
NCT02014558	black or african american	16.0
NCT02014558	white	213.0
NCT02014584	white - white/caucasian/european heritage	19.0
NCT02015065	black or african american	1.0
NCT02015065	white	6.0
NCT02015104	black or african american	0.0
NCT02015104	white	29.0
NCT02015754	black or african americannon-hispanic	4.0
NCT02015754	black or african americanunknown	0.0
NCT02015754	whitenon-hispanic	6.0
NCT02015754	whiteunknown	3.0
NCT02015819	black or african american	1.0
NCT02015819	white	14.0
NCT02016170	black or african american	23.0
NCT02016170	white	56.0
NCT02016560	black or african american	24.0
NCT02016560	white	349.0
NCT02016612	black or african american	5.0
NCT02016612	white	128.0
NCT02016690	black	0.0
NCT02016690	white	0.0
NCT02016716	black (or african american)	1.0
NCT02016716	white	291.0
NCT02016755	black or african american	0.0
NCT02016755	white	9.0
NCT02016885	black or african american	16.0
NCT02016885	white	169.0
NCT02016898	black or african american	42.0
NCT02016898	white	46.0
NCT02016963	black or african american	7.0
NCT02016963	white	13.0
NCT02017171	black or african american	58.0
NCT02017171	white	446.0
NCT02017210	black or african american	0.0
NCT02017210	white	54.0
NCT02017444	white british	29.0
NCT02017535	black or african american	0.0
NCT02017535	white	11.0
NCT02017860	black or african american	0.0
NCT02017860	white	0.0
NCT02017899	black or african american	6.0
NCT02017899	white	40.0
NCT02018042	black or african american	3.0
NCT02018042	white	12.0
NCT02018315	black or african american	1.0
NCT02018315	white	12.0
NCT02018458	black or african american	1.0
NCT02018458	white	9.0
NCT02018562	black or african american	18.0
NCT02018562	white	30.0
NCT02018809	black or african american	10.0
NCT02018809	white	174.0
NCT02018822	black or african american	9.0
NCT02018822	white	69.0
NCT02018887	black or african american	0.0
NCT02018887	white	3.0
NCT02019069	black or african american	0.0
NCT02019069	white	8.0
NCT02019264	black or african american	920.0
NCT02019264	white	10640.0
NCT02019420	black or african american	14.0
NCT02019420	white	527.0
NCT02019602	white	74.0
NCT02019719	black or african american	0.0
NCT02019719	white	0.0
NCT02019758	black or african american	2.0
NCT02019758	white	126.0
NCT02019888	black or african american	14.0
NCT02019888	white	220.0
NCT02019927	black or african american	6.0
NCT02019927	white	86.0
NCT02019940	black or african american	2.0
NCT02019940	white	0.0
NCT02020252	black or african american	20.0
NCT02020252	white	96.0
NCT02020369	black or african american	1.0
NCT02020369	white	25.0
NCT02020408	black or african american	1.0
NCT02020408	white	72.0
NCT02020590	caucasian/white	22.0
NCT02020785	black or african american	28.0
NCT02020785	white	3.0
NCT02020889	white - arabic/north african heritagerace customized	2.0
NCT02020889	white - white/caucasian/european heritagerace customized	123.0
NCT02021318	black or african americanrace	10.0
NCT02021318	whiterace	587.0
NCT02021461	black or african american	0.0
NCT02021461	white	38.0
NCT02021565	black or african americancaregiver	33.0
NCT02021565	black or african americancare recipient	29.0
NCT02021565	whitecaregiver	23.0
NCT02021565	whitecare recipient	24.0
